"FREQ","C1(2)[X=0.00]","C1(2)[X=100m]","C1(2)[X=200m]","C1(2)[X=300m]","C1(2)[X=400m]","C1(2)[X=500m]","C1(2)[X=600m]","C1(2)[X=700m]","C1(2)[X=800m]","C1(2)[X=900m]","C1(2)[X=1.00]"
1539239.239,0.00950563,0.00950563,0.00950563,0.00950563,0.00950563,0.00950563,0.00950563,0.00950563,0.00950563,0.00950563,0.00950563
1547147.147,0.00956578,0.00956578,0.00956578,0.00956578,0.00956578,0.00956578,0.00956578,0.00956578,0.00956578,0.00956578,0.00956578
1555055.055,0.00962613,0.00962613,0.00962613,0.00962613,0.00962613,0.00962613,0.00962613,0.00962613,0.00962613,0.00962613,0.00962613
1562962.963,0.00968669,0.00968669,0.00968669,0.00968669,0.00968669,0.00968669,0.00968669,0.00968669,0.00968669,0.00968669,0.00968669
1570870.871,0.00974745,0.00974745,0.00974745,0.00974745,0.00974745,0.00974745,0.00974745,0.00974745,0.00974745,0.00974745,0.00974745
1578778.779,0.00980842,0.00980842,0.00980842,0.00980842,0.00980842,0.00980842,0.00980842,0.00980842,0.00980842,0.00980842,0.00980842
1586686.687,0.00986959,0.00986959,0.00986959,0.00986959,0.00986959,0.00986959,0.00986959,0.00986959,0.00986959,0.00986959,0.00986959
1594594.595,0.00993098,0.00993098,0.00993098,0.00993098,0.00993098,0.00993098,0.00993098,0.00993098,0.00993098,0.00993098,0.00993098
1602502.503,0.00999258,0.00999258,0.00999258,0.00999258,0.00999258,0.00999258,0.00999258,0.00999258,0.00999258,0.00999258,0.00999258
1610410.41,0.0100544,0.0100544,0.0100544,0.0100544,0.0100544,0.0100544,0.0100544,0.0100544,0.0100544,0.0100544,0.0100544
1618318.318,0.0101164,0.0101164,0.0101164,0.0101164,0.0101164,0.0101164,0.0101164,0.0101164,0.0101164,0.0101164,0.0101164
1626226.226,0.0101787,0.0101787,0.0101787,0.0101787,0.0101787,0.0101787,0.0101787,0.0101787,0.0101787,0.0101787,0.0101787
1634134.134,0.0102411,0.0102411,0.0102411,0.0102411,0.0102411,0.0102411,0.0102411,0.0102411,0.0102411,0.0102411,0.0102411
1642042.042,0.0103038,0.0103038,0.0103038,0.0103038,0.0103038,0.0103038,0.0103038,0.0103038,0.0103038,0.0103038,0.0103038
1649949.95,0.0103667,0.0103667,0.0103667,0.0103667,0.0103667,0.0103667,0.0103667,0.0103667,0.0103667,0.0103667,0.0103667
1657857.858,0.0104299,0.0104299,0.0104299,0.0104299,0.0104299,0.0104299,0.0104299,0.0104299,0.0104299,0.0104299,0.0104299
1665765.766,0.0104932,0.0104932,0.0104932,0.0104932,0.0104932,0.0104932,0.0104932,0.0104932,0.0104932,0.0104932,0.0104932
1673673.674,0.0105568,0.0105568,0.0105568,0.0105568,0.0105568,0.0105568,0.0105568,0.0105568,0.0105568,0.0105568,0.0105568
1681581.582,0.0106207,0.0106207,0.0106207,0.0106207,0.0106207,0.0106207,0.0106207,0.0106207,0.0106207,0.0106207,0.0106207
1689489.489,0.0106847,0.0106847,0.0106847,0.0106847,0.0106847,0.0106847,0.0106847,0.0106847,0.0106847,0.0106847,0.0106847
1697397.397,0.010749,0.010749,0.010749,0.010749,0.010749,0.010749,0.010749,0.010749,0.010749,0.010749,0.010749
1705305.305,0.0108136,0.0108136,0.0108136,0.0108136,0.0108136,0.0108136,0.0108136,0.0108136,0.0108136,0.0108136,0.0108136
1713213.213,0.0108784,0.0108784,0.0108784,0.0108784,0.0108784,0.0108784,0.0108784,0.0108784,0.0108784,0.0108784,0.0108784
1721121.121,0.0109434,0.0109434,0.0109434,0.0109434,0.0109434,0.0109434,0.0109434,0.0109434,0.0109434,0.0109434,0.0109434
1729029.029,0.0110087,0.0110087,0.0110087,0.0110087,0.0110087,0.0110087,0.0110087,0.0110087,0.0110087,0.0110087,0.0110087
1736936.937,0.0110742,0.0110742,0.0110742,0.0110742,0.0110742,0.0110742,0.0110742,0.0110742,0.0110742,0.0110742,0.0110742
1744844.845,0.0111399,0.0111399,0.0111399,0.0111399,0.0111399,0.0111399,0.0111399,0.0111399,0.0111399,0.0111399,0.0111399
1752752.753,0.011206,0.011206,0.011206,0.011206,0.011206,0.011206,0.011206,0.011206,0.011206,0.011206,0.011206
1760660.661,0.0112722,0.0112722,0.0112722,0.0112722,0.0112722,0.0112722,0.0112722,0.0112722,0.0112722,0.0112722,0.0112722
1768568.569,0.0113388,0.0113388,0.0113388,0.0113388,0.0113388,0.0113388,0.0113388,0.0113388,0.0113388,0.0113388,0.0113388
1776476.476,0.0114056,0.0114056,0.0114056,0.0114056,0.0114056,0.0114056,0.0114056,0.0114056,0.0114056,0.0114056,0.0114056
1784384.384,0.0114726,0.0114726,0.0114726,0.0114726,0.0114726,0.0114726,0.0114726,0.0114726,0.0114726,0.0114726,0.0114726
1792292.292,0.0115399,0.0115399,0.0115399,0.0115399,0.0115399,0.0115399,0.0115399,0.0115399,0.0115399,0.0115399,0.0115399
1800200.2,0.0116075,0.0116075,0.0116075,0.0116075,0.0116075,0.0116075,0.0116075,0.0116075,0.0116075,0.0116075,0.0116075
1808108.108,0.0116753,0.0116753,0.0116753,0.0116753,0.0116753,0.0116753,0.0116753,0.0116753,0.0116753,0.0116753,0.0116753
1816016.016,0.0117435,0.0117435,0.0117435,0.0117435,0.0117435,0.0117435,0.0117435,0.0117435,0.0117435,0.0117435,0.0117435
1823923.924,0.0118119,0.0118119,0.0118119,0.0118119,0.0118119,0.0118119,0.0118119,0.0118119,0.0118119,0.0118119,0.0118119
1831831.832,0.0118805,0.0118805,0.0118805,0.0118805,0.0118805,0.0118805,0.0118805,0.0118805,0.0118805,0.0118805,0.0118805
1839739.74,0.0119495,0.0119495,0.0119495,0.0119495,0.0119495,0.0119495,0.0119495,0.0119495,0.0119495,0.0119495,0.0119495
1847647.648,0.0120187,0.0120187,0.0120187,0.0120187,0.0120187,0.0120187,0.0120187,0.0120187,0.0120187,0.0120187,0.0120187
1855555.556,0.0120882,0.0120882,0.0120882,0.0120882,0.0120882,0.0120882,0.0120882,0.0120882,0.0120882,0.0120882,0.0120882
1863463.463,0.012158,0.012158,0.012158,0.012158,0.012158,0.012158,0.012158,0.012158,0.012158,0.012158,0.012158
1871371.371,0.0122281,0.0122281,0.0122281,0.0122281,0.0122281,0.0122281,0.0122281,0.0122281,0.0122281,0.0122281,0.0122281
1879279.279,0.0122985,0.0122985,0.0122985,0.0122985,0.0122985,0.0122985,0.0122985,0.0122985,0.0122985,0.0122985,0.0122985
1887187.187,0.0123692,0.0123692,0.0123692,0.0123692,0.0123692,0.0123692,0.0123692,0.0123692,0.0123692,0.0123692,0.0123692
1895095.095,0.0124401,0.0124401,0.0124401,0.0124401,0.0124401,0.0124401,0.0124401,0.0124401,0.0124401,0.0124401,0.0124401
1903003.003,0.0125114,0.0125114,0.0125114,0.0125114,0.0125114,0.0125114,0.0125114,0.0125114,0.0125114,0.0125114,0.0125114
1910910.911,0.012583,0.012583,0.012583,0.012583,0.012583,0.012583,0.012583,0.012583,0.012583,0.012583,0.012583
1918818.819,0.0126548,0.0126548,0.0126548,0.0126548,0.0126548,0.0126548,0.0126548,0.0126548,0.0126548,0.0126548,0.0126548
1926726.727,0.012727,0.012727,0.012727,0.012727,0.012727,0.012727,0.012727,0.012727,0.012727,0.012727,0.012727
1934634.635,0.0127995,0.0127995,0.0127995,0.0127995,0.0127995,0.0127995,0.0127995,0.0127995,0.0127995,0.0127995,0.0127995
1942542.543,0.0128723,0.0128723,0.0128723,0.0128723,0.0128723,0.0128723,0.0128723,0.0128723,0.0128723,0.0128723,0.0128723
1950450.45,0.0129455,0.0129455,0.0129455,0.0129455,0.0129455,0.0129455,0.0129455,0.0129455,0.0129455,0.0129455,0.0129455
1958358.358,0.0130189,0.0130189,0.0130189,0.0130189,0.0130189,0.0130189,0.0130189,0.0130189,0.0130189,0.0130189,0.0130189
1966266.266,0.0130927,0.0130927,0.0130927,0.0130927,0.0130927,0.0130927,0.0130927,0.0130927,0.0130927,0.0130927,0.0130927
1974174.174,0.0131668,0.0131668,0.0131668,0.0131668,0.0131668,0.0131668,0.0131668,0.0131668,0.0131668,0.0131668,0.0131668
1982082.082,0.0132412,0.0132412,0.0132412,0.0132412,0.0132412,0.0132412,0.0132412,0.0132412,0.0132412,0.0132412,0.0132412
1989989.99,0.013316,0.013316,0.013316,0.013316,0.013316,0.013316,0.013316,0.013316,0.013316,0.013316,0.013316
1997897.898,0.0133911,0.0133911,0.0133911,0.0133911,0.0133911,0.0133911,0.0133911,0.0133911,0.0133911,0.0133911,0.0133911
2005805.806,0.0134665,0.0134665,0.0134665,0.0134665,0.0134665,0.0134665,0.0134665,0.0134665,0.0134665,0.0134665,0.0134665
2013713.714,0.0135423,0.0135423,0.0135423,0.0135423,0.0135423,0.0135423,0.0135423,0.0135423,0.0135423,0.0135423,0.0135423
2021621.622,0.0136184,0.0136184,0.0136184,0.0136184,0.0136184,0.0136184,0.0136184,0.0136184,0.0136184,0.0136184,0.0136184
2029529.53,0.0136948,0.0136948,0.0136948,0.0136948,0.0136948,0.0136948,0.0136948,0.0136948,0.0136948,0.0136948,0.0136948
2037437.437,0.0137717,0.0137717,0.0137717,0.0137717,0.0137717,0.0137717,0.0137717,0.0137717,0.0137717,0.0137717,0.0137717
2045345.345,0.0138488,0.0138488,0.0138488,0.0138488,0.0138488,0.0138488,0.0138488,0.0138488,0.0138488,0.0138488,0.0138488
2053253.253,0.0139264,0.0139264,0.0139264,0.0139264,0.0139264,0.0139264,0.0139264,0.0139264,0.0139264,0.0139264,0.0139264
2061161.161,0.0140042,0.0140042,0.0140042,0.0140042,0.0140042,0.0140042,0.0140042,0.0140042,0.0140042,0.0140042,0.0140042
2069069.069,0.0140825,0.0140825,0.0140825,0.0140825,0.0140825,0.0140825,0.0140825,0.0140825,0.0140825,0.0140825,0.0140825
2076976.977,0.0141611,0.0141611,0.0141611,0.0141611,0.0141611,0.0141611,0.0141611,0.0141611,0.0141611,0.0141611,0.0141611
2084884.885,0.0142401,0.0142401,0.0142401,0.0142401,0.0142401,0.0142401,0.0142401,0.0142401,0.0142401,0.0142401,0.0142401
2092792.793,0.0143195,0.0143195,0.0143195,0.0143195,0.0143195,0.0143195,0.0143195,0.0143195,0.0143195,0.0143195,0.0143195
2100700.701,0.0143992,0.0143992,0.0143992,0.0143992,0.0143992,0.0143992,0.0143992,0.0143992,0.0143992,0.0143992,0.0143992
2108608.609,0.0144794,0.0144794,0.0144794,0.0144794,0.0144794,0.0144794,0.0144794,0.0144794,0.0144794,0.0144794,0.0144794
2116516.517,0.0145599,0.0145599,0.0145599,0.0145599,0.0145599,0.0145599,0.0145599,0.0145599,0.0145599,0.0145599,0.0145599
2124424.424,0.0146408,0.0146408,0.0146408,0.0146408,0.0146408,0.0146408,0.0146408,0.0146408,0.0146408,0.0146408,0.0146408
2132332.332,0.0147221,0.0147221,0.0147221,0.0147221,0.0147221,0.0147221,0.0147221,0.0147221,0.0147221,0.0147221,0.0147221
2140240.24,0.0148038,0.0148038,0.0148038,0.0148038,0.0148038,0.0148038,0.0148038,0.0148038,0.0148038,0.0148038,0.0148038
2148148.148,0.0148859,0.0148859,0.0148859,0.0148859,0.0148859,0.0148859,0.0148859,0.0148859,0.0148859,0.0148859,0.0148859
2156056.056,0.0149684,0.0149684,0.0149684,0.0149684,0.0149684,0.0149684,0.0149684,0.0149684,0.0149684,0.0149684,0.0149684
2163963.964,0.0150513,0.0150513,0.0150513,0.0150513,0.0150513,0.0150513,0.0150513,0.0150513,0.0150513,0.0150513,0.0150513
2171871.872,0.0151346,0.0151346,0.0151346,0.0151346,0.0151346,0.0151346,0.0151346,0.0151346,0.0151346,0.0151346,0.0151346
2179779.78,0.0152184,0.0152184,0.0152184,0.0152184,0.0152184,0.0152184,0.0152184,0.0152184,0.0152184,0.0152184,0.0152184
2187687.688,0.0153026,0.0153026,0.0153026,0.0153026,0.0153026,0.0153026,0.0153026,0.0153026,0.0153026,0.0153026,0.0153026
2195595.596,0.0153871,0.0153871,0.0153871,0.0153871,0.0153871,0.0153871,0.0153871,0.0153871,0.0153871,0.0153871,0.0153871
2203503.504,0.0154722,0.0154722,0.0154722,0.0154722,0.0154722,0.0154722,0.0154722,0.0154722,0.0154722,0.0154722,0.0154722
2211411.411,0.0155576,0.0155576,0.0155576,0.0155576,0.0155576,0.0155576,0.0155576,0.0155576,0.0155576,0.0155576,0.0155576
2219319.319,0.0156435,0.0156435,0.0156435,0.0156435,0.0156435,0.0156435,0.0156435,0.0156435,0.0156435,0.0156435,0.0156435
2227227.227,0.0157298,0.0157298,0.0157298,0.0157298,0.0157298,0.0157298,0.0157298,0.0157298,0.0157298,0.0157298,0.0157298
2235135.135,0.0158166,0.0158166,0.0158166,0.0158166,0.0158166,0.0158166,0.0158166,0.0158166,0.0158166,0.0158166,0.0158166
2243043.043,0.0159039,0.0159039,0.0159039,0.0159039,0.0159039,0.0159039,0.0159039,0.0159039,0.0159039,0.0159039,0.0159039
2250950.951,0.0159916,0.0159916,0.0159916,0.0159916,0.0159916,0.0159916,0.0159916,0.0159916,0.0159916,0.0159916,0.0159916
2258858.859,0.0160797,0.0160797,0.0160797,0.0160797,0.0160797,0.0160797,0.0160797,0.0160797,0.0160797,0.0160797,0.0160797
2266766.767,0.0161683,0.0161683,0.0161683,0.0161683,0.0161683,0.0161683,0.0161683,0.0161683,0.0161683,0.0161683,0.0161683
2274674.675,0.0162574,0.0162574,0.0162574,0.0162574,0.0162574,0.0162574,0.0162574,0.0162574,0.0162574,0.0162574,0.0162574
2282582.583,0.016347,0.016347,0.016347,0.016347,0.016347,0.016347,0.016347,0.016347,0.016347,0.016347,0.016347
2290490.49,0.016437,0.016437,0.016437,0.016437,0.016437,0.016437,0.016437,0.016437,0.016437,0.016437,0.016437
2298398.398,0.0165275,0.0165275,0.0165275,0.0165275,0.0165275,0.0165275,0.0165275,0.0165275,0.0165275,0.0165275,0.0165275
2306306.306,0.0166185,0.0166185,0.0166185,0.0166185,0.0166185,0.0166185,0.0166185,0.0166185,0.0166185,0.0166185,0.0166185
2314214.214,0.0167101,0.0167101,0.0167101,0.0167101,0.0167101,0.0167101,0.0167101,0.0167101,0.0167101,0.0167101,0.0167101
2322122.122,0.0168021,0.0168021,0.0168021,0.0168021,0.0168021,0.0168021,0.0168021,0.0168021,0.0168021,0.0168021,0.0168021
2330030.03,0.0168946,0.0168946,0.0168946,0.0168946,0.0168946,0.0168946,0.0168946,0.0168946,0.0168946,0.0168946,0.0168946
2337937.938,0.0169876,0.0169876,0.0169876,0.0169876,0.0169876,0.0169876,0.0169876,0.0169876,0.0169876,0.0169876,0.0169876
2345845.846,0.0170811,0.0170811,0.0170811,0.0170811,0.0170811,0.0170811,0.0170811,0.0170811,0.0170811,0.0170811,0.0170811
2353753.754,0.0171752,0.0171752,0.0171752,0.0171752,0.0171752,0.0171752,0.0171752,0.0171752,0.0171752,0.0171752,0.0171752
2361661.662,0.0172697,0.0172697,0.0172697,0.0172697,0.0172697,0.0172697,0.0172697,0.0172697,0.0172697,0.0172697,0.0172697
2369569.57,0.0173648,0.0173648,0.0173648,0.0173648,0.0173648,0.0173648,0.0173648,0.0173648,0.0173648,0.0173648,0.0173648
2377477.477,0.0174605,0.0174605,0.0174605,0.0174605,0.0174605,0.0174605,0.0174605,0.0174605,0.0174605,0.0174605,0.0174605
2385385.385,0.0175567,0.0175567,0.0175567,0.0175567,0.0175567,0.0175567,0.0175567,0.0175567,0.0175567,0.0175567,0.0175567
2393293.293,0.0176534,0.0176534,0.0176534,0.0176534,0.0176534,0.0176534,0.0176534,0.0176534,0.0176534,0.0176534,0.0176534
2401201.201,0.0177507,0.0177507,0.0177507,0.0177507,0.0177507,0.0177507,0.0177507,0.0177507,0.0177507,0.0177507,0.0177507
2409109.109,0.0178485,0.0178485,0.0178485,0.0178485,0.0178485,0.0178485,0.0178485,0.0178485,0.0178485,0.0178485,0.0178485
2417017.017,0.0179469,0.0179469,0.0179469,0.0179469,0.0179469,0.0179469,0.0179469,0.0179469,0.0179469,0.0179469,0.0179469
2424924.925,0.0180459,0.0180459,0.0180459,0.0180459,0.0180459,0.0180459,0.0180459,0.0180459,0.0180459,0.0180459,0.0180459
2432832.833,0.0181455,0.0181455,0.0181455,0.0181455,0.0181455,0.0181455,0.0181455,0.0181455,0.0181455,0.0181455,0.0181455
2440740.741,0.0182456,0.0182456,0.0182456,0.0182456,0.0182456,0.0182456,0.0182456,0.0182456,0.0182456,0.0182456,0.0182456
2448648.649,0.0183463,0.0183463,0.0183463,0.0183463,0.0183463,0.0183463,0.0183463,0.0183463,0.0183463,0.0183463,0.0183463
2456556.557,0.0184477,0.0184477,0.0184477,0.0184477,0.0184477,0.0184477,0.0184477,0.0184477,0.0184477,0.0184477,0.0184477
2464464.464,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496
2472372.372,0.0186521,0.0186521,0.0186521,0.0186521,0.0186521,0.0186521,0.0186521,0.0186521,0.0186521,0.0186521,0.0186521
2480280.28,0.0187552,0.0187552,0.0187552,0.0187552,0.0187552,0.0187552,0.0187552,0.0187552,0.0187552,0.0187552,0.0187552
2488188.188,0.018859,0.018859,0.018859,0.018859,0.018859,0.018859,0.018859,0.018859,0.018859,0.018859,0.018859
2496096.096,0.0189634,0.0189634,0.0189634,0.0189634,0.0189634,0.0189634,0.0189634,0.0189634,0.0189634,0.0189634,0.0189634
2504004.004,0.0190684,0.0190684,0.0190684,0.0190684,0.0190684,0.0190684,0.0190684,0.0190684,0.0190684,0.0190684,0.0190684
2511911.912,0.0191741,0.0191741,0.0191741,0.0191741,0.0191741,0.0191741,0.0191741,0.0191741,0.0191741,0.0191741,0.0191741
2519819.82,0.0192804,0.0192804,0.0192804,0.0192804,0.0192804,0.0192804,0.0192804,0.0192804,0.0192804,0.0192804,0.0192804
2527727.728,0.0193874,0.0193874,0.0193874,0.0193874,0.0193874,0.0193874,0.0193874,0.0193874,0.0193874,0.0193874,0.0193874
2535635.636,0.019495,0.019495,0.019495,0.019495,0.019495,0.019495,0.019495,0.019495,0.019495,0.019495,0.019495
2543543.544,0.0196033,0.0196033,0.0196033,0.0196033,0.0196033,0.0196033,0.0196033,0.0196033,0.0196033,0.0196033,0.0196033
2551451.451,0.0197123,0.0197123,0.0197123,0.0197123,0.0197123,0.0197123,0.0197123,0.0197123,0.0197123,0.0197123,0.0197123
2559359.359,0.0198219,0.0198219,0.0198219,0.0198219,0.0198219,0.0198219,0.0198219,0.0198219,0.0198219,0.0198219,0.0198219
2567267.267,0.0199323,0.0199323,0.0199323,0.0199323,0.0199323,0.0199323,0.0199323,0.0199323,0.0199323,0.0199323,0.0199323
2575175.175,0.0200433,0.0200433,0.0200433,0.0200433,0.0200433,0.0200433,0.0200433,0.0200433,0.0200433,0.0200433,0.0200433
2583083.083,0.0201551,0.0201551,0.0201551,0.0201551,0.0201551,0.0201551,0.0201551,0.0201551,0.0201551,0.0201551,0.0201551
2590990.991,0.0202676,0.0202676,0.0202676,0.0202676,0.0202676,0.0202676,0.0202676,0.0202676,0.0202676,0.0202676,0.0202676
2598898.899,0.0203807,0.0203807,0.0203807,0.0203807,0.0203807,0.0203807,0.0203807,0.0203807,0.0203807,0.0203807,0.0203807
2606806.807,0.0204947,0.0204947,0.0204947,0.0204947,0.0204947,0.0204947,0.0204947,0.0204947,0.0204947,0.0204947,0.0204947
2614714.715,0.0206093,0.0206093,0.0206093,0.0206093,0.0206093,0.0206093,0.0206093,0.0206093,0.0206093,0.0206093,0.0206093
2622622.623,0.0207248,0.0207248,0.0207248,0.0207248,0.0207248,0.0207248,0.0207248,0.0207248,0.0207248,0.0207248,0.0207248
2630530.531,0.0208409,0.0208409,0.0208409,0.0208409,0.0208409,0.0208409,0.0208409,0.0208409,0.0208409,0.0208409,0.0208409
2638438.438,0.0209579,0.0209579,0.0209579,0.0209579,0.0209579,0.0209579,0.0209579,0.0209579,0.0209579,0.0209579,0.0209579
2646346.346,0.0210756,0.0210756,0.0210756,0.0210756,0.0210756,0.0210756,0.0210756,0.0210756,0.0210756,0.0210756,0.0210756
2654254.254,0.021194,0.021194,0.021194,0.021194,0.021194,0.021194,0.021194,0.021194,0.021194,0.021194,0.021194
2662162.162,0.0213133,0.0213133,0.0213133,0.0213133,0.0213133,0.0213133,0.0213133,0.0213133,0.0213133,0.0213133,0.0213133
2670070.07,0.0214334,0.0214334,0.0214334,0.0214334,0.0214334,0.0214334,0.0214334,0.0214334,0.0214334,0.0214334,0.0214334
2677977.978,0.0215543,0.0215543,0.0215543,0.0215543,0.0215543,0.0215543,0.0215543,0.0215543,0.0215543,0.0215543,0.0215543
2685885.886,0.021676,0.021676,0.021676,0.021676,0.021676,0.021676,0.021676,0.021676,0.021676,0.021676,0.021676
2693793.794,0.0217985,0.0217985,0.0217985,0.0217985,0.0217985,0.0217985,0.0217985,0.0217985,0.0217985,0.0217985,0.0217985
2701701.702,0.0219219,0.0219219,0.0219219,0.0219219,0.0219219,0.0219219,0.0219219,0.0219219,0.0219219,0.0219219,0.0219219
2709609.61,0.0220461,0.0220461,0.0220461,0.0220461,0.0220461,0.0220461,0.0220461,0.0220461,0.0220461,0.0220461,0.0220461
2717517.518,0.0221712,0.0221712,0.0221712,0.0221712,0.0221712,0.0221712,0.0221712,0.0221712,0.0221712,0.0221712,0.0221712
2725425.425,0.0222972,0.0222972,0.0222972,0.0222972,0.0222972,0.0222972,0.0222972,0.0222972,0.0222972,0.0222972,0.0222972
2733333.333,0.022424,0.022424,0.022424,0.022424,0.022424,0.022424,0.022424,0.022424,0.022424,0.022424,0.022424
2741241.241,0.0225517,0.0225517,0.0225517,0.0225517,0.0225517,0.0225517,0.0225517,0.0225517,0.0225517,0.0225517,0.0225517
2749149.149,0.0226803,0.0226803,0.0226803,0.0226803,0.0226803,0.0226803,0.0226803,0.0226803,0.0226803,0.0226803,0.0226803
2757057.057,0.0228098,0.0228098,0.0228098,0.0228098,0.0228098,0.0228098,0.0228098,0.0228098,0.0228098,0.0228098,0.0228098
2764964.965,0.0229403,0.0229403,0.0229403,0.0229403,0.0229403,0.0229403,0.0229403,0.0229403,0.0229403,0.0229403,0.0229403
2772872.873,0.0230717,0.0230717,0.0230717,0.0230717,0.0230717,0.0230717,0.0230717,0.0230717,0.0230717,0.0230717,0.0230717
2780780.781,0.023204,0.023204,0.023204,0.023204,0.023204,0.023204,0.023204,0.023204,0.023204,0.023204,0.023204
2788688.689,0.0233372,0.0233372,0.0233372,0.0233372,0.0233372,0.0233372,0.0233372,0.0233372,0.0233372,0.0233372,0.0233372
2796596.597,0.0234715,0.0234715,0.0234715,0.0234715,0.0234715,0.0234715,0.0234715,0.0234715,0.0234715,0.0234715,0.0234715
2804504.505,0.0236067,0.0236067,0.0236067,0.0236067,0.0236067,0.0236067,0.0236067,0.0236067,0.0236067,0.0236067,0.0236067
2812412.412,0.0237429,0.0237429,0.0237429,0.0237429,0.0237429,0.0237429,0.0237429,0.0237429,0.0237429,0.0237429,0.0237429
2820320.32,0.0238801,0.0238801,0.0238801,0.0238801,0.0238801,0.0238801,0.0238801,0.0238801,0.0238801,0.0238801,0.0238801
2828228.228,0.0240183,0.0240183,0.0240183,0.0240183,0.0240183,0.0240183,0.0240183,0.0240183,0.0240183,0.0240183,0.0240183
2836136.136,0.0241576,0.0241576,0.0241576,0.0241576,0.0241576,0.0241576,0.0241576,0.0241576,0.0241576,0.0241576,0.0241576
2844044.044,0.0242979,0.0242979,0.0242979,0.0242979,0.0242979,0.0242979,0.0242979,0.0242979,0.0242979,0.0242979,0.0242979
2851951.952,0.0244392,0.0244392,0.0244392,0.0244392,0.0244392,0.0244392,0.0244392,0.0244392,0.0244392,0.0244392,0.0244392
2859859.86,0.0245816,0.0245816,0.0245816,0.0245816,0.0245816,0.0245816,0.0245816,0.0245816,0.0245816,0.0245816,0.0245816
2867767.768,0.0247251,0.0247251,0.0247251,0.0247251,0.0247251,0.0247251,0.0247251,0.0247251,0.0247251,0.0247251,0.0247251
2875675.676,0.0248697,0.0248697,0.0248697,0.0248697,0.0248697,0.0248697,0.0248697,0.0248697,0.0248697,0.0248697,0.0248697
2883583.584,0.0250153,0.0250153,0.0250153,0.0250153,0.0250153,0.0250153,0.0250153,0.0250153,0.0250153,0.0250153,0.0250153
2891491.491,0.0251621,0.0251621,0.0251621,0.0251621,0.0251621,0.0251621,0.0251621,0.0251621,0.0251621,0.0251621,0.0251621
2899399.399,0.0253101,0.0253101,0.0253101,0.0253101,0.0253101,0.0253101,0.0253101,0.0253101,0.0253101,0.0253101,0.0253101
2907307.307,0.0254592,0.0254592,0.0254592,0.0254592,0.0254592,0.0254592,0.0254592,0.0254592,0.0254592,0.0254592,0.0254592
2915215.215,0.0256094,0.0256094,0.0256094,0.0256094,0.0256094,0.0256094,0.0256094,0.0256094,0.0256094,0.0256094,0.0256094
2923123.123,0.0257608,0.0257608,0.0257608,0.0257608,0.0257608,0.0257608,0.0257608,0.0257608,0.0257608,0.0257608,0.0257608
2931031.031,0.0259135,0.0259135,0.0259135,0.0259135,0.0259135,0.0259135,0.0259135,0.0259135,0.0259135,0.0259135,0.0259135
2938938.939,0.0260673,0.0260673,0.0260673,0.0260673,0.0260673,0.0260673,0.0260673,0.0260673,0.0260673,0.0260673,0.0260673
2946846.847,0.0262223,0.0262223,0.0262223,0.0262223,0.0262223,0.0262223,0.0262223,0.0262223,0.0262223,0.0262223,0.0262223
2954754.755,0.0263786,0.0263786,0.0263786,0.0263786,0.0263786,0.0263786,0.0263786,0.0263786,0.0263786,0.0263786,0.0263786
2962662.663,0.0265362,0.0265362,0.0265362,0.0265362,0.0265362,0.0265362,0.0265362,0.0265362,0.0265362,0.0265362,0.0265362
2970570.571,0.026695,0.026695,0.026695,0.026695,0.026695,0.026695,0.026695,0.026695,0.026695,0.026695,0.026695
2978478.478,0.0268551,0.0268551,0.0268551,0.0268551,0.0268551,0.0268551,0.0268551,0.0268551,0.0268551,0.0268551,0.0268551
2986386.386,0.0270166,0.0270166,0.0270166,0.0270166,0.0270166,0.0270166,0.0270166,0.0270166,0.0270166,0.0270166,0.0270166
2994294.294,0.0271793,0.0271793,0.0271793,0.0271793,0.0271793,0.0271793,0.0271793,0.0271793,0.0271793,0.0271793,0.0271793
3002202.202,0.0273434,0.0273434,0.0273434,0.0273434,0.0273434,0.0273434,0.0273434,0.0273434,0.0273434,0.0273434,0.0273434
3010110.11,0.0275089,0.0275089,0.0275089,0.0275089,0.0275089,0.0275089,0.0275089,0.0275089,0.0275089,0.0275089,0.0275089
3018018.018,0.0276757,0.0276757,0.0276757,0.0276757,0.0276757,0.0276757,0.0276757,0.0276757,0.0276757,0.0276757,0.0276757
3025925.926,0.0278439,0.0278439,0.0278439,0.0278439,0.0278439,0.0278439,0.0278439,0.0278439,0.0278439,0.0278439,0.0278439
3033833.834,0.0280136,0.0280136,0.0280136,0.0280136,0.0280136,0.0280136,0.0280136,0.0280136,0.0280136,0.0280136,0.0280136
3041741.742,0.0281847,0.0281847,0.0281847,0.0281847,0.0281847,0.0281847,0.0281847,0.0281847,0.0281847,0.0281847,0.0281847
3049649.65,0.0283572,0.0283572,0.0283572,0.0283572,0.0283572,0.0283572,0.0283572,0.0283572,0.0283572,0.0283572,0.0283572
3057557.558,0.0285312,0.0285312,0.0285312,0.0285312,0.0285312,0.0285312,0.0285312,0.0285312,0.0285312,0.0285312,0.0285312
3065465.465,0.0287068,0.0287068,0.0287068,0.0287068,0.0287068,0.0287068,0.0287068,0.0287068,0.0287068,0.0287068,0.0287068
