"FREQ","R1(1)[X=0.00]","R1(1)[X=100m]","R1(1)[X=200m]","R1(1)[X=300m]","R1(1)[X=400m]","R1(1)[X=500m]","R1(1)[X=600m]","R1(1)[X=700m]","R1(1)[X=800m]","R1(1)[X=900m]","R1(1)[X=1.00]"
1531331.331,0.00400079,0.00400079,0.00400079,0.00400079,0.00400079,0.00400079,0.00400079,0.00400079,0.00400079,0.00400079,0.00400079
1539239.239,0.00402345,0.00402345,0.00402345,0.00402345,0.00402345,0.00402345,0.00402345,0.00402345,0.00402345,0.00402345,0.00402345
1547147.147,0.00404615,0.00404615,0.00404615,0.00404615,0.00404615,0.00404615,0.00404615,0.00404615,0.00404615,0.00404615,0.00404615
1555055.055,0.00406888,0.00406888,0.00406888,0.00406888,0.00406888,0.00406888,0.00406888,0.00406888,0.00406888,0.00406888,0.00406888
1562962.963,0.00409164,0.00409164,0.00409164,0.00409164,0.00409164,0.00409164,0.00409164,0.00409164,0.00409164,0.00409164,0.00409164
1570870.871,0.00411444,0.00411444,0.00411444,0.00411444,0.00411444,0.00411444,0.00411444,0.00411444,0.00411444,0.00411444,0.00411444
1578778.779,0.00413727,0.00413727,0.00413727,0.00413727,0.00413727,0.00413727,0.00413727,0.00413727,0.00413727,0.00413727,0.00413727
1586686.687,0.00416014,0.00416014,0.00416014,0.00416014,0.00416014,0.00416014,0.00416014,0.00416014,0.00416014,0.00416014,0.00416014
1594594.595,0.00418304,0.00418304,0.00418304,0.00418304,0.00418304,0.00418304,0.00418304,0.00418304,0.00418304,0.00418304,0.00418304
1602502.503,0.00420597,0.00420597,0.00420597,0.00420597,0.00420597,0.00420597,0.00420597,0.00420597,0.00420597,0.00420597,0.00420597
1610410.41,0.00422894,0.00422894,0.00422894,0.00422894,0.00422894,0.00422894,0.00422894,0.00422894,0.00422894,0.00422894,0.00422894
1618318.318,0.00425195,0.00425195,0.00425195,0.00425195,0.00425195,0.00425195,0.00425195,0.00425195,0.00425195,0.00425195,0.00425195
1626226.226,0.00427499,0.00427499,0.00427499,0.00427499,0.00427499,0.00427499,0.00427499,0.00427499,0.00427499,0.00427499,0.00427499
1634134.134,0.00429806,0.00429806,0.00429806,0.00429806,0.00429806,0.00429806,0.00429806,0.00429806,0.00429806,0.00429806,0.00429806
1642042.042,0.00432117,0.00432117,0.00432117,0.00432117,0.00432117,0.00432117,0.00432117,0.00432117,0.00432117,0.00432117,0.00432117
1649949.95,0.00434432,0.00434432,0.00434432,0.00434432,0.00434432,0.00434432,0.00434432,0.00434432,0.00434432,0.00434432,0.00434432
1657857.858,0.0043675,0.0043675,0.0043675,0.0043675,0.0043675,0.0043675,0.0043675,0.0043675,0.0043675,0.0043675,0.0043675
1665765.766,0.00439072,0.00439072,0.00439072,0.00439072,0.00439072,0.00439072,0.00439072,0.00439072,0.00439072,0.00439072,0.00439072
1673673.674,0.00441398,0.00441398,0.00441398,0.00441398,0.00441398,0.00441398,0.00441398,0.00441398,0.00441398,0.00441398,0.00441398
1681581.582,0.00443727,0.00443727,0.00443727,0.00443727,0.00443727,0.00443727,0.00443727,0.00443727,0.00443727,0.00443727,0.00443727
1689489.489,0.0044606,0.0044606,0.0044606,0.0044606,0.0044606,0.0044606,0.0044606,0.0044606,0.0044606,0.0044606,0.0044606
1697397.397,0.00448397,0.00448397,0.00448397,0.00448397,0.00448397,0.00448397,0.00448397,0.00448397,0.00448397,0.00448397,0.00448397
1705305.305,0.00450738,0.00450738,0.00450738,0.00450738,0.00450738,0.00450738,0.00450738,0.00450738,0.00450738,0.00450738,0.00450738
1713213.213,0.00453082,0.00453082,0.00453082,0.00453082,0.00453082,0.00453082,0.00453082,0.00453082,0.00453082,0.00453082,0.00453082
1721121.121,0.0045543,0.0045543,0.0045543,0.0045543,0.0045543,0.0045543,0.0045543,0.0045543,0.0045543,0.0045543,0.0045543
1729029.029,0.00457782,0.00457782,0.00457782,0.00457782,0.00457782,0.00457782,0.00457782,0.00457782,0.00457782,0.00457782,0.00457782
1736936.937,0.00460138,0.00460138,0.00460138,0.00460138,0.00460138,0.00460138,0.00460138,0.00460138,0.00460138,0.00460138,0.00460138
1744844.845,0.00462498,0.00462498,0.00462498,0.00462498,0.00462498,0.00462498,0.00462498,0.00462498,0.00462498,0.00462498,0.00462498
1752752.753,0.00464862,0.00464862,0.00464862,0.00464862,0.00464862,0.00464862,0.00464862,0.00464862,0.00464862,0.00464862,0.00464862
1760660.661,0.00467229,0.00467229,0.00467229,0.00467229,0.00467229,0.00467229,0.00467229,0.00467229,0.00467229,0.00467229,0.00467229
1768568.569,0.00469601,0.00469601,0.00469601,0.00469601,0.00469601,0.00469601,0.00469601,0.00469601,0.00469601,0.00469601,0.00469601
1776476.476,0.00471976,0.00471976,0.00471976,0.00471976,0.00471976,0.00471976,0.00471976,0.00471976,0.00471976,0.00471976,0.00471976
1784384.384,0.00474356,0.00474356,0.00474356,0.00474356,0.00474356,0.00474356,0.00474356,0.00474356,0.00474356,0.00474356,0.00474356
1792292.292,0.0047674,0.0047674,0.0047674,0.0047674,0.0047674,0.0047674,0.0047674,0.0047674,0.0047674,0.0047674,0.0047674
1800200.2,0.00479127,0.00479127,0.00479127,0.00479127,0.00479127,0.00479127,0.00479127,0.00479127,0.00479127,0.00479127,0.00479127
1808108.108,0.00481519,0.00481519,0.00481519,0.00481519,0.00481519,0.00481519,0.00481519,0.00481519,0.00481519,0.00481519,0.00481519
1816016.016,0.00483915,0.00483915,0.00483915,0.00483915,0.00483915,0.00483915,0.00483915,0.00483915,0.00483915,0.00483915,0.00483915
1823923.924,0.00486315,0.00486315,0.00486315,0.00486315,0.00486315,0.00486315,0.00486315,0.00486315,0.00486315,0.00486315,0.00486315
1831831.832,0.0048872,0.0048872,0.0048872,0.0048872,0.0048872,0.0048872,0.0048872,0.0048872,0.0048872,0.0048872,0.0048872
1839739.74,0.00491128,0.00491128,0.00491128,0.00491128,0.00491128,0.00491128,0.00491128,0.00491128,0.00491128,0.00491128,0.00491128
1847647.648,0.00493541,0.00493541,0.00493541,0.00493541,0.00493541,0.00493541,0.00493541,0.00493541,0.00493541,0.00493541,0.00493541
1855555.556,0.00495958,0.00495958,0.00495958,0.00495958,0.00495958,0.00495958,0.00495958,0.00495958,0.00495958,0.00495958,0.00495958
1863463.463,0.00498379,0.00498379,0.00498379,0.00498379,0.00498379,0.00498379,0.00498379,0.00498379,0.00498379,0.00498379,0.00498379
1871371.371,0.00500805,0.00500805,0.00500805,0.00500805,0.00500805,0.00500805,0.00500805,0.00500805,0.00500805,0.00500805,0.00500805
1879279.279,0.00503234,0.00503234,0.00503234,0.00503234,0.00503234,0.00503234,0.00503234,0.00503234,0.00503234,0.00503234,0.00503234
1887187.187,0.00505669,0.00505669,0.00505669,0.00505669,0.00505669,0.00505669,0.00505669,0.00505669,0.00505669,0.00505669,0.00505669
1895095.095,0.00508107,0.00508107,0.00508107,0.00508107,0.00508107,0.00508107,0.00508107,0.00508107,0.00508107,0.00508107,0.00508107
1903003.003,0.0051055,0.0051055,0.0051055,0.0051055,0.0051055,0.0051055,0.0051055,0.0051055,0.0051055,0.0051055,0.0051055
1910910.911,0.00512998,0.00512998,0.00512998,0.00512998,0.00512998,0.00512998,0.00512998,0.00512998,0.00512998,0.00512998,0.00512998
1918818.819,0.0051545,0.0051545,0.0051545,0.0051545,0.0051545,0.0051545,0.0051545,0.0051545,0.0051545,0.0051545,0.0051545
1926726.727,0.00517906,0.00517906,0.00517906,0.00517906,0.00517906,0.00517906,0.00517906,0.00517906,0.00517906,0.00517906,0.00517906
1934634.635,0.00520367,0.00520367,0.00520367,0.00520367,0.00520367,0.00520367,0.00520367,0.00520367,0.00520367,0.00520367,0.00520367
1942542.543,0.00522833,0.00522833,0.00522833,0.00522833,0.00522833,0.00522833,0.00522833,0.00522833,0.00522833,0.00522833,0.00522833
1950450.45,0.00525303,0.00525303,0.00525303,0.00525303,0.00525303,0.00525303,0.00525303,0.00525303,0.00525303,0.00525303,0.00525303
1958358.358,0.00527778,0.00527778,0.00527778,0.00527778,0.00527778,0.00527778,0.00527778,0.00527778,0.00527778,0.00527778,0.00527778
1966266.266,0.00530257,0.00530257,0.00530257,0.00530257,0.00530257,0.00530257,0.00530257,0.00530257,0.00530257,0.00530257,0.00530257
1974174.174,0.00532741,0.00532741,0.00532741,0.00532741,0.00532741,0.00532741,0.00532741,0.00532741,0.00532741,0.00532741,0.00532741
1982082.082,0.0053523,0.0053523,0.0053523,0.0053523,0.0053523,0.0053523,0.0053523,0.0053523,0.0053523,0.0053523,0.0053523
1989989.99,0.00537723,0.00537723,0.00537723,0.00537723,0.00537723,0.00537723,0.00537723,0.00537723,0.00537723,0.00537723,0.00537723
1997897.898,0.00540222,0.00540222,0.00540222,0.00540222,0.00540222,0.00540222,0.00540222,0.00540222,0.00540222,0.00540222,0.00540222
2005805.806,0.00542725,0.00542725,0.00542725,0.00542725,0.00542725,0.00542725,0.00542725,0.00542725,0.00542725,0.00542725,0.00542725
2013713.714,0.00545233,0.00545233,0.00545233,0.00545233,0.00545233,0.00545233,0.00545233,0.00545233,0.00545233,0.00545233,0.00545233
2021621.622,0.00547745,0.00547745,0.00547745,0.00547745,0.00547745,0.00547745,0.00547745,0.00547745,0.00547745,0.00547745,0.00547745
2029529.53,0.00550263,0.00550263,0.00550263,0.00550263,0.00550263,0.00550263,0.00550263,0.00550263,0.00550263,0.00550263,0.00550263
2037437.437,0.00552786,0.00552786,0.00552786,0.00552786,0.00552786,0.00552786,0.00552786,0.00552786,0.00552786,0.00552786,0.00552786
2045345.345,0.00555313,0.00555313,0.00555313,0.00555313,0.00555313,0.00555313,0.00555313,0.00555313,0.00555313,0.00555313,0.00555313
2053253.253,0.00557845,0.00557845,0.00557845,0.00557845,0.00557845,0.00557845,0.00557845,0.00557845,0.00557845,0.00557845,0.00557845
2061161.161,0.00560383,0.00560383,0.00560383,0.00560383,0.00560383,0.00560383,0.00560383,0.00560383,0.00560383,0.00560383,0.00560383
2069069.069,0.00562925,0.00562925,0.00562925,0.00562925,0.00562925,0.00562925,0.00562925,0.00562925,0.00562925,0.00562925,0.00562925
2076976.977,0.00565473,0.00565473,0.00565473,0.00565473,0.00565473,0.00565473,0.00565473,0.00565473,0.00565473,0.00565473,0.00565473
2084884.885,0.00568025,0.00568025,0.00568025,0.00568025,0.00568025,0.00568025,0.00568025,0.00568025,0.00568025,0.00568025,0.00568025
2092792.793,0.00570583,0.00570583,0.00570583,0.00570583,0.00570583,0.00570583,0.00570583,0.00570583,0.00570583,0.00570583,0.00570583
2100700.701,0.00573146,0.00573146,0.00573146,0.00573146,0.00573146,0.00573146,0.00573146,0.00573146,0.00573146,0.00573146,0.00573146
2108608.609,0.00575714,0.00575714,0.00575714,0.00575714,0.00575714,0.00575714,0.00575714,0.00575714,0.00575714,0.00575714,0.00575714
2116516.517,0.00578287,0.00578287,0.00578287,0.00578287,0.00578287,0.00578287,0.00578287,0.00578287,0.00578287,0.00578287,0.00578287
2124424.424,0.00580866,0.00580866,0.00580866,0.00580866,0.00580866,0.00580866,0.00580866,0.00580866,0.00580866,0.00580866,0.00580866
2132332.332,0.0058345,0.0058345,0.0058345,0.0058345,0.0058345,0.0058345,0.0058345,0.0058345,0.0058345,0.0058345,0.0058345
2140240.24,0.00586039,0.00586039,0.00586039,0.00586039,0.00586039,0.00586039,0.00586039,0.00586039,0.00586039,0.00586039,0.00586039
2148148.148,0.00588633,0.00588633,0.00588633,0.00588633,0.00588633,0.00588633,0.00588633,0.00588633,0.00588633,0.00588633,0.00588633
2156056.056,0.00591233,0.00591233,0.00591233,0.00591233,0.00591233,0.00591233,0.00591233,0.00591233,0.00591233,0.00591233,0.00591233
2163963.964,0.00593838,0.00593838,0.00593838,0.00593838,0.00593838,0.00593838,0.00593838,0.00593838,0.00593838,0.00593838,0.00593838
2171871.872,0.00596449,0.00596449,0.00596449,0.00596449,0.00596449,0.00596449,0.00596449,0.00596449,0.00596449,0.00596449,0.00596449
2179779.78,0.00599065,0.00599065,0.00599065,0.00599065,0.00599065,0.00599065,0.00599065,0.00599065,0.00599065,0.00599065,0.00599065
2187687.688,0.00601687,0.00601687,0.00601687,0.00601687,0.00601687,0.00601687,0.00601687,0.00601687,0.00601687,0.00601687,0.00601687
2195595.596,0.00604314,0.00604314,0.00604314,0.00604314,0.00604314,0.00604314,0.00604314,0.00604314,0.00604314,0.00604314,0.00604314
2203503.504,0.00606947,0.00606947,0.00606947,0.00606947,0.00606947,0.00606947,0.00606947,0.00606947,0.00606947,0.00606947,0.00606947
2211411.411,0.00609586,0.00609586,0.00609586,0.00609586,0.00609586,0.00609586,0.00609586,0.00609586,0.00609586,0.00609586,0.00609586
2219319.319,0.0061223,0.0061223,0.0061223,0.0061223,0.0061223,0.0061223,0.0061223,0.0061223,0.0061223,0.0061223,0.0061223
2227227.227,0.0061488,0.0061488,0.0061488,0.0061488,0.0061488,0.0061488,0.0061488,0.0061488,0.0061488,0.0061488,0.0061488
2235135.135,0.00617535,0.00617535,0.00617535,0.00617535,0.00617535,0.00617535,0.00617535,0.00617535,0.00617535,0.00617535,0.00617535
2243043.043,0.00620196,0.00620196,0.00620196,0.00620196,0.00620196,0.00620196,0.00620196,0.00620196,0.00620196,0.00620196,0.00620196
2250950.951,0.00622863,0.00622863,0.00622863,0.00622863,0.00622863,0.00622863,0.00622863,0.00622863,0.00622863,0.00622863,0.00622863
2258858.859,0.00625536,0.00625536,0.00625536,0.00625536,0.00625536,0.00625536,0.00625536,0.00625536,0.00625536,0.00625536,0.00625536
2266766.767,0.00628215,0.00628215,0.00628215,0.00628215,0.00628215,0.00628215,0.00628215,0.00628215,0.00628215,0.00628215,0.00628215
2274674.675,0.006309,0.006309,0.006309,0.006309,0.006309,0.006309,0.006309,0.006309,0.006309,0.006309,0.006309
2282582.583,0.0063359,0.0063359,0.0063359,0.0063359,0.0063359,0.0063359,0.0063359,0.0063359,0.0063359,0.0063359,0.0063359
2290490.49,0.00636287,0.00636287,0.00636287,0.00636287,0.00636287,0.00636287,0.00636287,0.00636287,0.00636287,0.00636287,0.00636287
2298398.398,0.00638989,0.00638989,0.00638989,0.00638989,0.00638989,0.00638989,0.00638989,0.00638989,0.00638989,0.00638989,0.00638989
2306306.306,0.00641698,0.00641698,0.00641698,0.00641698,0.00641698,0.00641698,0.00641698,0.00641698,0.00641698,0.00641698,0.00641698
2314214.214,0.00644412,0.00644412,0.00644412,0.00644412,0.00644412,0.00644412,0.00644412,0.00644412,0.00644412,0.00644412,0.00644412
2322122.122,0.00647133,0.00647133,0.00647133,0.00647133,0.00647133,0.00647133,0.00647133,0.00647133,0.00647133,0.00647133,0.00647133
2330030.03,0.0064986,0.0064986,0.0064986,0.0064986,0.0064986,0.0064986,0.0064986,0.0064986,0.0064986,0.0064986,0.0064986
2337937.938,0.00652593,0.00652593,0.00652593,0.00652593,0.00652593,0.00652593,0.00652593,0.00652593,0.00652593,0.00652593,0.00652593
2345845.846,0.00655332,0.00655332,0.00655332,0.00655332,0.00655332,0.00655332,0.00655332,0.00655332,0.00655332,0.00655332,0.00655332
2353753.754,0.00658078,0.00658078,0.00658078,0.00658078,0.00658078,0.00658078,0.00658078,0.00658078,0.00658078,0.00658078,0.00658078
2361661.662,0.0066083,0.0066083,0.0066083,0.0066083,0.0066083,0.0066083,0.0066083,0.0066083,0.0066083,0.0066083,0.0066083
2369569.57,0.00663588,0.00663588,0.00663588,0.00663588,0.00663588,0.00663588,0.00663588,0.00663588,0.00663588,0.00663588,0.00663588
2377477.477,0.00666353,0.00666353,0.00666353,0.00666353,0.00666353,0.00666353,0.00666353,0.00666353,0.00666353,0.00666353,0.00666353
2385385.385,0.00669124,0.00669124,0.00669124,0.00669124,0.00669124,0.00669124,0.00669124,0.00669124,0.00669124,0.00669124,0.00669124
2393293.293,0.00671901,0.00671901,0.00671901,0.00671901,0.00671901,0.00671901,0.00671901,0.00671901,0.00671901,0.00671901,0.00671901
2401201.201,0.00674685,0.00674685,0.00674685,0.00674685,0.00674685,0.00674685,0.00674685,0.00674685,0.00674685,0.00674685,0.00674685
2409109.109,0.00677475,0.00677475,0.00677475,0.00677475,0.00677475,0.00677475,0.00677475,0.00677475,0.00677475,0.00677475,0.00677475
2417017.017,0.00680273,0.00680273,0.00680273,0.00680273,0.00680273,0.00680273,0.00680273,0.00680273,0.00680273,0.00680273,0.00680273
2424924.925,0.00683076,0.00683076,0.00683076,0.00683076,0.00683076,0.00683076,0.00683076,0.00683076,0.00683076,0.00683076,0.00683076
2432832.833,0.00685886,0.00685886,0.00685886,0.00685886,0.00685886,0.00685886,0.00685886,0.00685886,0.00685886,0.00685886,0.00685886
2440740.741,0.00688703,0.00688703,0.00688703,0.00688703,0.00688703,0.00688703,0.00688703,0.00688703,0.00688703,0.00688703,0.00688703
2448648.649,0.00691527,0.00691527,0.00691527,0.00691527,0.00691527,0.00691527,0.00691527,0.00691527,0.00691527,0.00691527,0.00691527
2456556.557,0.00694358,0.00694358,0.00694358,0.00694358,0.00694358,0.00694358,0.00694358,0.00694358,0.00694358,0.00694358,0.00694358
2464464.464,0.00697195,0.00697195,0.00697195,0.00697195,0.00697195,0.00697195,0.00697195,0.00697195,0.00697195,0.00697195,0.00697195
2472372.372,0.00700039,0.00700039,0.00700039,0.00700039,0.00700039,0.00700039,0.00700039,0.00700039,0.00700039,0.00700039,0.00700039
2480280.28,0.0070289,0.0070289,0.0070289,0.0070289,0.0070289,0.0070289,0.0070289,0.0070289,0.0070289,0.0070289,0.0070289
2488188.188,0.00705748,0.00705748,0.00705748,0.00705748,0.00705748,0.00705748,0.00705748,0.00705748,0.00705748,0.00705748,0.00705748
2496096.096,0.00708613,0.00708613,0.00708613,0.00708613,0.00708613,0.00708613,0.00708613,0.00708613,0.00708613,0.00708613,0.00708613
2504004.004,0.00711485,0.00711485,0.00711485,0.00711485,0.00711485,0.00711485,0.00711485,0.00711485,0.00711485,0.00711485,0.00711485
2511911.912,0.00714364,0.00714364,0.00714364,0.00714364,0.00714364,0.00714364,0.00714364,0.00714364,0.00714364,0.00714364,0.00714364
2519819.82,0.0071725,0.0071725,0.0071725,0.0071725,0.0071725,0.0071725,0.0071725,0.0071725,0.0071725,0.0071725,0.0071725
2527727.728,0.00720144,0.00720144,0.00720144,0.00720144,0.00720144,0.00720144,0.00720144,0.00720144,0.00720144,0.00720144,0.00720144
2535635.636,0.00723044,0.00723044,0.00723044,0.00723044,0.00723044,0.00723044,0.00723044,0.00723044,0.00723044,0.00723044,0.00723044
2543543.544,0.00725952,0.00725952,0.00725952,0.00725952,0.00725952,0.00725952,0.00725952,0.00725952,0.00725952,0.00725952,0.00725952
2551451.451,0.00728867,0.00728867,0.00728867,0.00728867,0.00728867,0.00728867,0.00728867,0.00728867,0.00728867,0.00728867,0.00728867
2559359.359,0.00731789,0.00731789,0.00731789,0.00731789,0.00731789,0.00731789,0.00731789,0.00731789,0.00731789,0.00731789,0.00731789
2567267.267,0.00734719,0.00734719,0.00734719,0.00734719,0.00734719,0.00734719,0.00734719,0.00734719,0.00734719,0.00734719,0.00734719
2575175.175,0.00737656,0.00737656,0.00737656,0.00737656,0.00737656,0.00737656,0.00737656,0.00737656,0.00737656,0.00737656,0.00737656
2583083.083,0.00740601,0.00740601,0.00740601,0.00740601,0.00740601,0.00740601,0.00740601,0.00740601,0.00740601,0.00740601,0.00740601
2590990.991,0.00743553,0.00743553,0.00743553,0.00743553,0.00743553,0.00743553,0.00743553,0.00743553,0.00743553,0.00743553,0.00743553
2598898.899,0.00746513,0.00746513,0.00746513,0.00746513,0.00746513,0.00746513,0.00746513,0.00746513,0.00746513,0.00746513,0.00746513
2606806.807,0.0074948,0.0074948,0.0074948,0.0074948,0.0074948,0.0074948,0.0074948,0.0074948,0.0074948,0.0074948,0.0074948
2614714.715,0.00752455,0.00752455,0.00752455,0.00752455,0.00752455,0.00752455,0.00752455,0.00752455,0.00752455,0.00752455,0.00752455
2622622.623,0.00755438,0.00755438,0.00755438,0.00755438,0.00755438,0.00755438,0.00755438,0.00755438,0.00755438,0.00755438,0.00755438
2630530.531,0.00758428,0.00758428,0.00758428,0.00758428,0.00758428,0.00758428,0.00758428,0.00758428,0.00758428,0.00758428,0.00758428
2638438.438,0.00761426,0.00761426,0.00761426,0.00761426,0.00761426,0.00761426,0.00761426,0.00761426,0.00761426,0.00761426,0.00761426
2646346.346,0.00764432,0.00764432,0.00764432,0.00764432,0.00764432,0.00764432,0.00764432,0.00764432,0.00764432,0.00764432,0.00764432
2654254.254,0.00767446,0.00767446,0.00767446,0.00767446,0.00767446,0.00767446,0.00767446,0.00767446,0.00767446,0.00767446,0.00767446
2662162.162,0.00770468,0.00770468,0.00770468,0.00770468,0.00770468,0.00770468,0.00770468,0.00770468,0.00770468,0.00770468,0.00770468
2670070.07,0.00773498,0.00773498,0.00773498,0.00773498,0.00773498,0.00773498,0.00773498,0.00773498,0.00773498,0.00773498,0.00773498
2677977.978,0.00776535,0.00776535,0.00776535,0.00776535,0.00776535,0.00776535,0.00776535,0.00776535,0.00776535,0.00776535,0.00776535
2685885.886,0.00779581,0.00779581,0.00779581,0.00779581,0.00779581,0.00779581,0.00779581,0.00779581,0.00779581,0.00779581,0.00779581
2693793.794,0.00782635,0.00782635,0.00782635,0.00782635,0.00782635,0.00782635,0.00782635,0.00782635,0.00782635,0.00782635,0.00782635
2701701.702,0.00785697,0.00785697,0.00785697,0.00785697,0.00785697,0.00785697,0.00785697,0.00785697,0.00785697,0.00785697,0.00785697
2709609.61,0.00788768,0.00788768,0.00788768,0.00788768,0.00788768,0.00788768,0.00788768,0.00788768,0.00788768,0.00788768,0.00788768
2717517.518,0.00791846,0.00791846,0.00791846,0.00791846,0.00791846,0.00791846,0.00791846,0.00791846,0.00791846,0.00791846,0.00791846
2725425.425,0.00794933,0.00794933,0.00794933,0.00794933,0.00794933,0.00794933,0.00794933,0.00794933,0.00794933,0.00794933,0.00794933
2733333.333,0.00798029,0.00798029,0.00798029,0.00798029,0.00798029,0.00798029,0.00798029,0.00798029,0.00798029,0.00798029,0.00798029
2741241.241,0.00801133,0.00801133,0.00801133,0.00801133,0.00801133,0.00801133,0.00801133,0.00801133,0.00801133,0.00801133,0.00801133
2749149.149,0.00804245,0.00804245,0.00804245,0.00804245,0.00804245,0.00804245,0.00804245,0.00804245,0.00804245,0.00804245,0.00804245
2757057.057,0.00807366,0.00807366,0.00807366,0.00807366,0.00807366,0.00807366,0.00807366,0.00807366,0.00807366,0.00807366,0.00807366
2764964.965,0.00810495,0.00810495,0.00810495,0.00810495,0.00810495,0.00810495,0.00810495,0.00810495,0.00810495,0.00810495,0.00810495
2772872.873,0.00813633,0.00813633,0.00813633,0.00813633,0.00813633,0.00813633,0.00813633,0.00813633,0.00813633,0.00813633,0.00813633
2780780.781,0.0081678,0.0081678,0.0081678,0.0081678,0.0081678,0.0081678,0.0081678,0.0081678,0.0081678,0.0081678,0.0081678
2788688.689,0.00819936,0.00819936,0.00819936,0.00819936,0.00819936,0.00819936,0.00819936,0.00819936,0.00819936,0.00819936,0.00819936
2796596.597,0.008231,0.008231,0.008231,0.008231,0.008231,0.008231,0.008231,0.008231,0.008231,0.008231,0.008231
2804504.505,0.00826273,0.00826273,0.00826273,0.00826273,0.00826273,0.00826273,0.00826273,0.00826273,0.00826273,0.00826273,0.00826273
2812412.412,0.00829455,0.00829455,0.00829455,0.00829455,0.00829455,0.00829455,0.00829455,0.00829455,0.00829455,0.00829455,0.00829455
2820320.32,0.00832646,0.00832646,0.00832646,0.00832646,0.00832646,0.00832646,0.00832646,0.00832646,0.00832646,0.00832646,0.00832646
2828228.228,0.00835846,0.00835846,0.00835846,0.00835846,0.00835846,0.00835846,0.00835846,0.00835846,0.00835846,0.00835846,0.00835846
2836136.136,0.00839055,0.00839055,0.00839055,0.00839055,0.00839055,0.00839055,0.00839055,0.00839055,0.00839055,0.00839055,0.00839055
2844044.044,0.00842274,0.00842274,0.00842274,0.00842274,0.00842274,0.00842274,0.00842274,0.00842274,0.00842274,0.00842274,0.00842274
2851951.952,0.00845501,0.00845501,0.00845501,0.00845501,0.00845501,0.00845501,0.00845501,0.00845501,0.00845501,0.00845501,0.00845501
2859859.86,0.00848738,0.00848738,0.00848738,0.00848738,0.00848738,0.00848738,0.00848738,0.00848738,0.00848738,0.00848738,0.00848738
2867767.768,0.00851984,0.00851984,0.00851984,0.00851984,0.00851984,0.00851984,0.00851984,0.00851984,0.00851984,0.00851984,0.00851984
2875675.676,0.00855239,0.00855239,0.00855239,0.00855239,0.00855239,0.00855239,0.00855239,0.00855239,0.00855239,0.00855239,0.00855239
2883583.584,0.00858504,0.00858504,0.00858504,0.00858504,0.00858504,0.00858504,0.00858504,0.00858504,0.00858504,0.00858504,0.00858504
2891491.491,0.00861778,0.00861778,0.00861778,0.00861778,0.00861778,0.00861778,0.00861778,0.00861778,0.00861778,0.00861778,0.00861778
2899399.399,0.00865062,0.00865062,0.00865062,0.00865062,0.00865062,0.00865062,0.00865062,0.00865062,0.00865062,0.00865062,0.00865062
2907307.307,0.00868355,0.00868355,0.00868355,0.00868355,0.00868355,0.00868355,0.00868355,0.00868355,0.00868355,0.00868355,0.00868355
2915215.215,0.00871658,0.00871658,0.00871658,0.00871658,0.00871658,0.00871658,0.00871658,0.00871658,0.00871658,0.00871658,0.00871658
2923123.123,0.00874971,0.00874971,0.00874971,0.00874971,0.00874971,0.00874971,0.00874971,0.00874971,0.00874971,0.00874971,0.00874971
2931031.031,0.00878294,0.00878294,0.00878294,0.00878294,0.00878294,0.00878294,0.00878294,0.00878294,0.00878294,0.00878294,0.00878294
2938938.939,0.00881626,0.00881626,0.00881626,0.00881626,0.00881626,0.00881626,0.00881626,0.00881626,0.00881626,0.00881626,0.00881626
2946846.847,0.00884969,0.00884969,0.00884969,0.00884969,0.00884969,0.00884969,0.00884969,0.00884969,0.00884969,0.00884969,0.00884969
2954754.755,0.00888321,0.00888321,0.00888321,0.00888321,0.00888321,0.00888321,0.00888321,0.00888321,0.00888321,0.00888321,0.00888321
2962662.663,0.00891683,0.00891683,0.00891683,0.00891683,0.00891683,0.00891683,0.00891683,0.00891683,0.00891683,0.00891683,0.00891683
2970570.571,0.00895056,0.00895056,0.00895056,0.00895056,0.00895056,0.00895056,0.00895056,0.00895056,0.00895056,0.00895056,0.00895056
2978478.478,0.00898438,0.00898438,0.00898438,0.00898438,0.00898438,0.00898438,0.00898438,0.00898438,0.00898438,0.00898438,0.00898438
2986386.386,0.00901831,0.00901831,0.00901831,0.00901831,0.00901831,0.00901831,0.00901831,0.00901831,0.00901831,0.00901831,0.00901831
2994294.294,0.00905234,0.00905234,0.00905234,0.00905234,0.00905234,0.00905234,0.00905234,0.00905234,0.00905234,0.00905234,0.00905234
3002202.202,0.00908647,0.00908647,0.00908647,0.00908647,0.00908647,0.00908647,0.00908647,0.00908647,0.00908647,0.00908647,0.00908647
3010110.11,0.00912071,0.00912071,0.00912071,0.00912071,0.00912071,0.00912071,0.00912071,0.00912071,0.00912071,0.00912071,0.00912071
3018018.018,0.00915505,0.00915505,0.00915505,0.00915505,0.00915505,0.00915505,0.00915505,0.00915505,0.00915505,0.00915505,0.00915505
3025925.926,0.0091895,0.0091895,0.0091895,0.0091895,0.0091895,0.0091895,0.0091895,0.0091895,0.0091895,0.0091895,0.0091895
3033833.834,0.00922406,0.00922406,0.00922406,0.00922406,0.00922406,0.00922406,0.00922406,0.00922406,0.00922406,0.00922406,0.00922406
3041741.742,0.00925872,0.00925872,0.00925872,0.00925872,0.00925872,0.00925872,0.00925872,0.00925872,0.00925872,0.00925872,0.00925872
