"FREQ","R1(1)[X=0.00]","R1(1)[X=100m]","R1(1)[X=200m]","R1(1)[X=300m]","R1(1)[X=400m]","R1(1)[X=500m]","R1(1)[X=600m]","R1(1)[X=700m]","R1(1)[X=800m]","R1(1)[X=900m]","R1(1)[X=1.00]"
3049649.65,0.00929349,0.00929349,0.00929349,0.00929349,0.00929349,0.00929349,0.00929349,0.00929349,0.00929349,0.00929349,0.00929349
3057557.558,0.00932836,0.00932836,0.00932836,0.00932836,0.00932836,0.00932836,0.00932836,0.00932836,0.00932836,0.00932836,0.00932836
3065465.465,0.00936335,0.00936335,0.00936335,0.00936335,0.00936335,0.00936335,0.00936335,0.00936335,0.00936335,0.00936335,0.00936335
3073373.373,0.00939845,0.00939845,0.00939845,0.00939845,0.00939845,0.00939845,0.00939845,0.00939845,0.00939845,0.00939845,0.00939845
3081281.281,0.00943365,0.00943365,0.00943365,0.00943365,0.00943365,0.00943365,0.00943365,0.00943365,0.00943365,0.00943365,0.00943365
3089189.189,0.00946897,0.00946897,0.00946897,0.00946897,0.00946897,0.00946897,0.00946897,0.00946897,0.00946897,0.00946897,0.00946897
3097097.097,0.0095044,0.0095044,0.0095044,0.0095044,0.0095044,0.0095044,0.0095044,0.0095044,0.0095044,0.0095044,0.0095044
3105005.005,0.00953994,0.00953994,0.00953994,0.00953994,0.00953994,0.00953994,0.00953994,0.00953994,0.00953994,0.00953994,0.00953994
3112912.913,0.00957559,0.00957559,0.00957559,0.00957559,0.00957559,0.00957559,0.00957559,0.00957559,0.00957559,0.00957559,0.00957559
3120820.821,0.00961136,0.00961136,0.00961136,0.00961136,0.00961136,0.00961136,0.00961136,0.00961136,0.00961136,0.00961136,0.00961136
3128728.729,0.00964724,0.00964724,0.00964724,0.00964724,0.00964724,0.00964724,0.00964724,0.00964724,0.00964724,0.00964724,0.00964724
3136636.637,0.00968324,0.00968324,0.00968324,0.00968324,0.00968324,0.00968324,0.00968324,0.00968324,0.00968324,0.00968324,0.00968324
3144544.545,0.00971935,0.00971935,0.00971935,0.00971935,0.00971935,0.00971935,0.00971935,0.00971935,0.00971935,0.00971935,0.00971935
3152452.452,0.00975558,0.00975558,0.00975558,0.00975558,0.00975558,0.00975558,0.00975558,0.00975558,0.00975558,0.00975558,0.00975558
3160360.36,0.00979193,0.00979193,0.00979193,0.00979193,0.00979193,0.00979193,0.00979193,0.00979193,0.00979193,0.00979193,0.00979193
3168268.268,0.0098284,0.0098284,0.0098284,0.0098284,0.0098284,0.0098284,0.0098284,0.0098284,0.0098284,0.0098284,0.0098284
3176176.176,0.00986498,0.00986498,0.00986498,0.00986498,0.00986498,0.00986498,0.00986498,0.00986498,0.00986498,0.00986498,0.00986498
3184084.084,0.00990169,0.00990169,0.00990169,0.00990169,0.00990169,0.00990169,0.00990169,0.00990169,0.00990169,0.00990169,0.00990169
3191991.992,0.00993851,0.00993851,0.00993851,0.00993851,0.00993851,0.00993851,0.00993851,0.00993851,0.00993851,0.00993851,0.00993851
3199899.9,0.00997546,0.00997546,0.00997546,0.00997546,0.00997546,0.00997546,0.00997546,0.00997546,0.00997546,0.00997546,0.00997546
3207807.808,0.0100125,0.0100125,0.0100125,0.0100125,0.0100125,0.0100125,0.0100125,0.0100125,0.0100125,0.0100125,0.0100125
3215715.716,0.0100497,0.0100497,0.0100497,0.0100497,0.0100497,0.0100497,0.0100497,0.0100497,0.0100497,0.0100497,0.0100497
3223623.624,0.010087,0.010087,0.010087,0.010087,0.010087,0.010087,0.010087,0.010087,0.010087,0.010087,0.010087
3231531.532,0.0101245,0.0101245,0.0101245,0.0101245,0.0101245,0.0101245,0.0101245,0.0101245,0.0101245,0.0101245,0.0101245
3239439.439,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162,0.010162
3247347.347,0.0101997,0.0101997,0.0101997,0.0101997,0.0101997,0.0101997,0.0101997,0.0101997,0.0101997,0.0101997,0.0101997
3255255.255,0.0102376,0.0102376,0.0102376,0.0102376,0.0102376,0.0102376,0.0102376,0.0102376,0.0102376,0.0102376,0.0102376
3263163.163,0.0102755,0.0102755,0.0102755,0.0102755,0.0102755,0.0102755,0.0102755,0.0102755,0.0102755,0.0102755,0.0102755
3271071.071,0.0103136,0.0103136,0.0103136,0.0103136,0.0103136,0.0103136,0.0103136,0.0103136,0.0103136,0.0103136,0.0103136
3278978.979,0.0103518,0.0103518,0.0103518,0.0103518,0.0103518,0.0103518,0.0103518,0.0103518,0.0103518,0.0103518,0.0103518
3286886.887,0.0103901,0.0103901,0.0103901,0.0103901,0.0103901,0.0103901,0.0103901,0.0103901,0.0103901,0.0103901,0.0103901
3294794.795,0.0104286,0.0104286,0.0104286,0.0104286,0.0104286,0.0104286,0.0104286,0.0104286,0.0104286,0.0104286,0.0104286
3302702.703,0.0104672,0.0104672,0.0104672,0.0104672,0.0104672,0.0104672,0.0104672,0.0104672,0.0104672,0.0104672,0.0104672
3310610.611,0.0105059,0.0105059,0.0105059,0.0105059,0.0105059,0.0105059,0.0105059,0.0105059,0.0105059,0.0105059,0.0105059
3318518.519,0.0105448,0.0105448,0.0105448,0.0105448,0.0105448,0.0105448,0.0105448,0.0105448,0.0105448,0.0105448,0.0105448
3326426.426,0.0105838,0.0105838,0.0105838,0.0105838,0.0105838,0.0105838,0.0105838,0.0105838,0.0105838,0.0105838,0.0105838
3334334.334,0.0106229,0.0106229,0.0106229,0.0106229,0.0106229,0.0106229,0.0106229,0.0106229,0.0106229,0.0106229,0.0106229
3342242.242,0.0106622,0.0106622,0.0106622,0.0106622,0.0106622,0.0106622,0.0106622,0.0106622,0.0106622,0.0106622,0.0106622
3350150.15,0.0107016,0.0107016,0.0107016,0.0107016,0.0107016,0.0107016,0.0107016,0.0107016,0.0107016,0.0107016,0.0107016
3358058.058,0.0107412,0.0107412,0.0107412,0.0107412,0.0107412,0.0107412,0.0107412,0.0107412,0.0107412,0.0107412,0.0107412
3365965.966,0.0107809,0.0107809,0.0107809,0.0107809,0.0107809,0.0107809,0.0107809,0.0107809,0.0107809,0.0107809,0.0107809
3373873.874,0.0108207,0.0108207,0.0108207,0.0108207,0.0108207,0.0108207,0.0108207,0.0108207,0.0108207,0.0108207,0.0108207
3381781.782,0.0108607,0.0108607,0.0108607,0.0108607,0.0108607,0.0108607,0.0108607,0.0108607,0.0108607,0.0108607,0.0108607
3389689.69,0.0109008,0.0109008,0.0109008,0.0109008,0.0109008,0.0109008,0.0109008,0.0109008,0.0109008,0.0109008,0.0109008
3397597.598,0.010941,0.010941,0.010941,0.010941,0.010941,0.010941,0.010941,0.010941,0.010941,0.010941,0.010941
3405505.506,0.0109814,0.0109814,0.0109814,0.0109814,0.0109814,0.0109814,0.0109814,0.0109814,0.0109814,0.0109814,0.0109814
3413413.413,0.011022,0.011022,0.011022,0.011022,0.011022,0.011022,0.011022,0.011022,0.011022,0.011022,0.011022
3421321.321,0.0110627,0.0110627,0.0110627,0.0110627,0.0110627,0.0110627,0.0110627,0.0110627,0.0110627,0.0110627,0.0110627
3429229.229,0.0111035,0.0111035,0.0111035,0.0111035,0.0111035,0.0111035,0.0111035,0.0111035,0.0111035,0.0111035,0.0111035
3437137.137,0.0111445,0.0111445,0.0111445,0.0111445,0.0111445,0.0111445,0.0111445,0.0111445,0.0111445,0.0111445,0.0111445
3445045.045,0.0111856,0.0111856,0.0111856,0.0111856,0.0111856,0.0111856,0.0111856,0.0111856,0.0111856,0.0111856,0.0111856
3452952.953,0.0112269,0.0112269,0.0112269,0.0112269,0.0112269,0.0112269,0.0112269,0.0112269,0.0112269,0.0112269,0.0112269
3460860.861,0.0112683,0.0112683,0.0112683,0.0112683,0.0112683,0.0112683,0.0112683,0.0112683,0.0112683,0.0112683,0.0112683
3468768.769,0.0113099,0.0113099,0.0113099,0.0113099,0.0113099,0.0113099,0.0113099,0.0113099,0.0113099,0.0113099,0.0113099
3476676.677,0.0113517,0.0113517,0.0113517,0.0113517,0.0113517,0.0113517,0.0113517,0.0113517,0.0113517,0.0113517,0.0113517
3484584.585,0.0113936,0.0113936,0.0113936,0.0113936,0.0113936,0.0113936,0.0113936,0.0113936,0.0113936,0.0113936,0.0113936
3492492.492,0.0114356,0.0114356,0.0114356,0.0114356,0.0114356,0.0114356,0.0114356,0.0114356,0.0114356,0.0114356,0.0114356
3500400.4,0.0114778,0.0114778,0.0114778,0.0114778,0.0114778,0.0114778,0.0114778,0.0114778,0.0114778,0.0114778,0.0114778
3508308.308,0.0115202,0.0115202,0.0115202,0.0115202,0.0115202,0.0115202,0.0115202,0.0115202,0.0115202,0.0115202,0.0115202
3516216.216,0.0115627,0.0115627,0.0115627,0.0115627,0.0115627,0.0115627,0.0115627,0.0115627,0.0115627,0.0115627,0.0115627
3524124.124,0.0116054,0.0116054,0.0116054,0.0116054,0.0116054,0.0116054,0.0116054,0.0116054,0.0116054,0.0116054,0.0116054
3532032.032,0.0116483,0.0116483,0.0116483,0.0116483,0.0116483,0.0116483,0.0116483,0.0116483,0.0116483,0.0116483,0.0116483
3539939.94,0.0116913,0.0116913,0.0116913,0.0116913,0.0116913,0.0116913,0.0116913,0.0116913,0.0116913,0.0116913,0.0116913
3547847.848,0.0117344,0.0117344,0.0117344,0.0117344,0.0117344,0.0117344,0.0117344,0.0117344,0.0117344,0.0117344,0.0117344
3555755.756,0.0117778,0.0117778,0.0117778,0.0117778,0.0117778,0.0117778,0.0117778,0.0117778,0.0117778,0.0117778,0.0117778
3563663.664,0.0118213,0.0118213,0.0118213,0.0118213,0.0118213,0.0118213,0.0118213,0.0118213,0.0118213,0.0118213,0.0118213
3571571.572,0.0118649,0.0118649,0.0118649,0.0118649,0.0118649,0.0118649,0.0118649,0.0118649,0.0118649,0.0118649,0.0118649
3579479.479,0.0119088,0.0119088,0.0119088,0.0119088,0.0119088,0.0119088,0.0119088,0.0119088,0.0119088,0.0119088,0.0119088
3587387.387,0.0119528,0.0119528,0.0119528,0.0119528,0.0119528,0.0119528,0.0119528,0.0119528,0.0119528,0.0119528,0.0119528
3595295.295,0.0119969,0.0119969,0.0119969,0.0119969,0.0119969,0.0119969,0.0119969,0.0119969,0.0119969,0.0119969,0.0119969
3603203.203,0.0120413,0.0120413,0.0120413,0.0120413,0.0120413,0.0120413,0.0120413,0.0120413,0.0120413,0.0120413,0.0120413
3611111.111,0.0120858,0.0120858,0.0120858,0.0120858,0.0120858,0.0120858,0.0120858,0.0120858,0.0120858,0.0120858,0.0120858
3619019.019,0.0121305,0.0121305,0.0121305,0.0121305,0.0121305,0.0121305,0.0121305,0.0121305,0.0121305,0.0121305,0.0121305
3626926.927,0.0121754,0.0121754,0.0121754,0.0121754,0.0121754,0.0121754,0.0121754,0.0121754,0.0121754,0.0121754,0.0121754
3634834.835,0.0122204,0.0122204,0.0122204,0.0122204,0.0122204,0.0122204,0.0122204,0.0122204,0.0122204,0.0122204,0.0122204
3642742.743,0.0122656,0.0122656,0.0122656,0.0122656,0.0122656,0.0122656,0.0122656,0.0122656,0.0122656,0.0122656,0.0122656
3650650.651,0.012311,0.012311,0.012311,0.012311,0.012311,0.012311,0.012311,0.012311,0.012311,0.012311,0.012311
3658558.559,0.0123566,0.0123566,0.0123566,0.0123566,0.0123566,0.0123566,0.0123566,0.0123566,0.0123566,0.0123566,0.0123566
3666466.466,0.0124023,0.0124023,0.0124023,0.0124023,0.0124023,0.0124023,0.0124023,0.0124023,0.0124023,0.0124023,0.0124023
3674374.374,0.0124483,0.0124483,0.0124483,0.0124483,0.0124483,0.0124483,0.0124483,0.0124483,0.0124483,0.0124483,0.0124483
3682282.282,0.0124944,0.0124944,0.0124944,0.0124944,0.0124944,0.0124944,0.0124944,0.0124944,0.0124944,0.0124944,0.0124944
3690190.19,0.0125407,0.0125407,0.0125407,0.0125407,0.0125407,0.0125407,0.0125407,0.0125407,0.0125407,0.0125407,0.0125407
3698098.098,0.0125872,0.0125872,0.0125872,0.0125872,0.0125872,0.0125872,0.0125872,0.0125872,0.0125872,0.0125872,0.0125872
3706006.006,0.0126339,0.0126339,0.0126339,0.0126339,0.0126339,0.0126339,0.0126339,0.0126339,0.0126339,0.0126339,0.0126339
3713913.914,0.0126808,0.0126808,0.0126808,0.0126808,0.0126808,0.0126808,0.0126808,0.0126808,0.0126808,0.0126808,0.0126808
3721821.822,0.0127278,0.0127278,0.0127278,0.0127278,0.0127278,0.0127278,0.0127278,0.0127278,0.0127278,0.0127278,0.0127278
3729729.73,0.0127751,0.0127751,0.0127751,0.0127751,0.0127751,0.0127751,0.0127751,0.0127751,0.0127751,0.0127751,0.0127751
3737637.638,0.0128225,0.0128225,0.0128225,0.0128225,0.0128225,0.0128225,0.0128225,0.0128225,0.0128225,0.0128225,0.0128225
3745545.546,0.0128702,0.0128702,0.0128702,0.0128702,0.0128702,0.0128702,0.0128702,0.0128702,0.0128702,0.0128702,0.0128702
3753453.453,0.012918,0.012918,0.012918,0.012918,0.012918,0.012918,0.012918,0.012918,0.012918,0.012918,0.012918
3761361.361,0.012966,0.012966,0.012966,0.012966,0.012966,0.012966,0.012966,0.012966,0.012966,0.012966,0.012966
3769269.269,0.0130143,0.0130143,0.0130143,0.0130143,0.0130143,0.0130143,0.0130143,0.0130143,0.0130143,0.0130143,0.0130143
3777177.177,0.0130627,0.0130627,0.0130627,0.0130627,0.0130627,0.0130627,0.0130627,0.0130627,0.0130627,0.0130627,0.0130627
3785085.085,0.0131113,0.0131113,0.0131113,0.0131113,0.0131113,0.0131113,0.0131113,0.0131113,0.0131113,0.0131113,0.0131113
3792992.993,0.0131602,0.0131602,0.0131602,0.0131602,0.0131602,0.0131602,0.0131602,0.0131602,0.0131602,0.0131602,0.0131602
3800900.901,0.0132092,0.0132092,0.0132092,0.0132092,0.0132092,0.0132092,0.0132092,0.0132092,0.0132092,0.0132092,0.0132092
3808808.809,0.0132585,0.0132585,0.0132585,0.0132585,0.0132585,0.0132585,0.0132585,0.0132585,0.0132585,0.0132585,0.0132585
3816716.717,0.0133079,0.0133079,0.0133079,0.0133079,0.0133079,0.0133079,0.0133079,0.0133079,0.0133079,0.0133079,0.0133079
3824624.625,0.0133576,0.0133576,0.0133576,0.0133576,0.0133576,0.0133576,0.0133576,0.0133576,0.0133576,0.0133576,0.0133576
3832532.533,0.0134075,0.0134075,0.0134075,0.0134075,0.0134075,0.0134075,0.0134075,0.0134075,0.0134075,0.0134075,0.0134075
3840440.44,0.0134575,0.0134575,0.0134575,0.0134575,0.0134575,0.0134575,0.0134575,0.0134575,0.0134575,0.0134575,0.0134575
3848348.348,0.0135078,0.0135078,0.0135078,0.0135078,0.0135078,0.0135078,0.0135078,0.0135078,0.0135078,0.0135078,0.0135078
3856256.256,0.0135584,0.0135584,0.0135584,0.0135584,0.0135584,0.0135584,0.0135584,0.0135584,0.0135584,0.0135584,0.0135584
3864164.164,0.0136091,0.0136091,0.0136091,0.0136091,0.0136091,0.0136091,0.0136091,0.0136091,0.0136091,0.0136091,0.0136091
3872072.072,0.0136601,0.0136601,0.0136601,0.0136601,0.0136601,0.0136601,0.0136601,0.0136601,0.0136601,0.0136601,0.0136601
3879979.98,0.0137112,0.0137112,0.0137112,0.0137112,0.0137112,0.0137112,0.0137112,0.0137112,0.0137112,0.0137112,0.0137112
3887887.888,0.0137626,0.0137626,0.0137626,0.0137626,0.0137626,0.0137626,0.0137626,0.0137626,0.0137626,0.0137626,0.0137626
3895795.796,0.0138143,0.0138143,0.0138143,0.0138143,0.0138143,0.0138143,0.0138143,0.0138143,0.0138143,0.0138143,0.0138143
3903703.704,0.0138661,0.0138661,0.0138661,0.0138661,0.0138661,0.0138661,0.0138661,0.0138661,0.0138661,0.0138661,0.0138661
3911611.612,0.0139182,0.0139182,0.0139182,0.0139182,0.0139182,0.0139182,0.0139182,0.0139182,0.0139182,0.0139182,0.0139182
3919519.52,0.0139705,0.0139705,0.0139705,0.0139705,0.0139705,0.0139705,0.0139705,0.0139705,0.0139705,0.0139705,0.0139705
3927427.427,0.014023,0.014023,0.014023,0.014023,0.014023,0.014023,0.014023,0.014023,0.014023,0.014023,0.014023
3935335.335,0.0140758,0.0140758,0.0140758,0.0140758,0.0140758,0.0140758,0.0140758,0.0140758,0.0140758,0.0140758,0.0140758
3943243.243,0.0141288,0.0141288,0.0141288,0.0141288,0.0141288,0.0141288,0.0141288,0.0141288,0.0141288,0.0141288,0.0141288
3951151.151,0.014182,0.014182,0.014182,0.014182,0.014182,0.014182,0.014182,0.014182,0.014182,0.014182,0.014182
3959059.059,0.0142355,0.0142355,0.0142355,0.0142355,0.0142355,0.0142355,0.0142355,0.0142355,0.0142355,0.0142355,0.0142355
3966966.967,0.0142892,0.0142892,0.0142892,0.0142892,0.0142892,0.0142892,0.0142892,0.0142892,0.0142892,0.0142892,0.0142892
3974874.875,0.0143432,0.0143432,0.0143432,0.0143432,0.0143432,0.0143432,0.0143432,0.0143432,0.0143432,0.0143432,0.0143432
3982782.783,0.0143974,0.0143974,0.0143974,0.0143974,0.0143974,0.0143974,0.0143974,0.0143974,0.0143974,0.0143974,0.0143974
3990690.691,0.0144518,0.0144518,0.0144518,0.0144518,0.0144518,0.0144518,0.0144518,0.0144518,0.0144518,0.0144518,0.0144518
3998598.599,0.0145065,0.0145065,0.0145065,0.0145065,0.0145065,0.0145065,0.0145065,0.0145065,0.0145065,0.0145065,0.0145065
4006506.507,0.0145614,0.0145614,0.0145614,0.0145614,0.0145614,0.0145614,0.0145614,0.0145614,0.0145614,0.0145614,0.0145614
4014414.414,0.0146166,0.0146166,0.0146166,0.0146166,0.0146166,0.0146166,0.0146166,0.0146166,0.0146166,0.0146166,0.0146166
4022322.322,0.0146721,0.0146721,0.0146721,0.0146721,0.0146721,0.0146721,0.0146721,0.0146721,0.0146721,0.0146721,0.0146721
4030230.23,0.0147278,0.0147278,0.0147278,0.0147278,0.0147278,0.0147278,0.0147278,0.0147278,0.0147278,0.0147278,0.0147278
4038138.138,0.0147837,0.0147837,0.0147837,0.0147837,0.0147837,0.0147837,0.0147837,0.0147837,0.0147837,0.0147837,0.0147837
4046046.046,0.0148399,0.0148399,0.0148399,0.0148399,0.0148399,0.0148399,0.0148399,0.0148399,0.0148399,0.0148399,0.0148399
4053953.954,0.0148964,0.0148964,0.0148964,0.0148964,0.0148964,0.0148964,0.0148964,0.0148964,0.0148964,0.0148964,0.0148964
4061861.862,0.0149532,0.0149532,0.0149532,0.0149532,0.0149532,0.0149532,0.0149532,0.0149532,0.0149532,0.0149532,0.0149532
4069769.77,0.0150102,0.0150102,0.0150102,0.0150102,0.0150102,0.0150102,0.0150102,0.0150102,0.0150102,0.0150102,0.0150102
4077677.678,0.0150674,0.0150674,0.0150674,0.0150674,0.0150674,0.0150674,0.0150674,0.0150674,0.0150674,0.0150674,0.0150674
4085585.586,0.015125,0.015125,0.015125,0.015125,0.015125,0.015125,0.015125,0.015125,0.015125,0.015125,0.015125
4093493.493,0.0151828,0.0151828,0.0151828,0.0151828,0.0151828,0.0151828,0.0151828,0.0151828,0.0151828,0.0151828,0.0151828
4101401.401,0.0152409,0.0152409,0.0152409,0.0152409,0.0152409,0.0152409,0.0152409,0.0152409,0.0152409,0.0152409,0.0152409
4109309.309,0.0152992,0.0152992,0.0152992,0.0152992,0.0152992,0.0152992,0.0152992,0.0152992,0.0152992,0.0152992,0.0152992
4117217.217,0.0153579,0.0153579,0.0153579,0.0153579,0.0153579,0.0153579,0.0153579,0.0153579,0.0153579,0.0153579,0.0153579
4125125.125,0.0154168,0.0154168,0.0154168,0.0154168,0.0154168,0.0154168,0.0154168,0.0154168,0.0154168,0.0154168,0.0154168
4133033.033,0.015476,0.015476,0.015476,0.015476,0.015476,0.015476,0.015476,0.015476,0.015476,0.015476,0.015476
4140940.941,0.0155355,0.0155355,0.0155355,0.0155355,0.0155355,0.0155355,0.0155355,0.0155355,0.0155355,0.0155355,0.0155355
4148848.849,0.0155953,0.0155953,0.0155953,0.0155953,0.0155953,0.0155953,0.0155953,0.0155953,0.0155953,0.0155953,0.0155953
4156756.757,0.0156553,0.0156553,0.0156553,0.0156553,0.0156553,0.0156553,0.0156553,0.0156553,0.0156553,0.0156553,0.0156553
4164664.665,0.0157157,0.0157157,0.0157157,0.0157157,0.0157157,0.0157157,0.0157157,0.0157157,0.0157157,0.0157157,0.0157157
4172572.573,0.0157763,0.0157763,0.0157763,0.0157763,0.0157763,0.0157763,0.0157763,0.0157763,0.0157763,0.0157763,0.0157763
4180480.48,0.0158373,0.0158373,0.0158373,0.0158373,0.0158373,0.0158373,0.0158373,0.0158373,0.0158373,0.0158373,0.0158373
4188388.388,0.0158985,0.0158985,0.0158985,0.0158985,0.0158985,0.0158985,0.0158985,0.0158985,0.0158985,0.0158985,0.0158985
4196296.296,0.0159601,0.0159601,0.0159601,0.0159601,0.0159601,0.0159601,0.0159601,0.0159601,0.0159601,0.0159601,0.0159601
4204204.204,0.0160219,0.0160219,0.0160219,0.0160219,0.0160219,0.0160219,0.0160219,0.0160219,0.0160219,0.0160219,0.0160219
4212112.112,0.0160841,0.0160841,0.0160841,0.0160841,0.0160841,0.0160841,0.0160841,0.0160841,0.0160841,0.0160841,0.0160841
4220020.02,0.0161466,0.0161466,0.0161466,0.0161466,0.0161466,0.0161466,0.0161466,0.0161466,0.0161466,0.0161466,0.0161466
4227927.928,0.0162093,0.0162093,0.0162093,0.0162093,0.0162093,0.0162093,0.0162093,0.0162093,0.0162093,0.0162093,0.0162093
4235835.836,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724
4243743.744,0.0163358,0.0163358,0.0163358,0.0163358,0.0163358,0.0163358,0.0163358,0.0163358,0.0163358,0.0163358,0.0163358
4251651.652,0.0163996,0.0163996,0.0163996,0.0163996,0.0163996,0.0163996,0.0163996,0.0163996,0.0163996,0.0163996,0.0163996
4259559.56,0.0164636,0.0164636,0.0164636,0.0164636,0.0164636,0.0164636,0.0164636,0.0164636,0.0164636,0.0164636,0.0164636
4267467.467,0.016528,0.016528,0.016528,0.016528,0.016528,0.016528,0.016528,0.016528,0.016528,0.016528,0.016528
4275375.375,0.0165927,0.0165927,0.0165927,0.0165927,0.0165927,0.0165927,0.0165927,0.0165927,0.0165927,0.0165927,0.0165927
4283283.283,0.0166577,0.0166577,0.0166577,0.0166577,0.0166577,0.0166577,0.0166577,0.0166577,0.0166577,0.0166577,0.0166577
4291191.191,0.0167231,0.0167231,0.0167231,0.0167231,0.0167231,0.0167231,0.0167231,0.0167231,0.0167231,0.0167231,0.0167231
4299099.099,0.0167888,0.0167888,0.0167888,0.0167888,0.0167888,0.0167888,0.0167888,0.0167888,0.0167888,0.0167888,0.0167888
4307007.007,0.0168549,0.0168549,0.0168549,0.0168549,0.0168549,0.0168549,0.0168549,0.0168549,0.0168549,0.0168549,0.0168549
4314914.915,0.0169212,0.0169212,0.0169212,0.0169212,0.0169212,0.0169212,0.0169212,0.0169212,0.0169212,0.0169212,0.0169212
4322822.823,0.016988,0.016988,0.016988,0.016988,0.016988,0.016988,0.016988,0.016988,0.016988,0.016988,0.016988
4330730.731,0.017055,0.017055,0.017055,0.017055,0.017055,0.017055,0.017055,0.017055,0.017055,0.017055,0.017055
4338638.639,0.0171225,0.0171225,0.0171225,0.0171225,0.0171225,0.0171225,0.0171225,0.0171225,0.0171225,0.0171225,0.0171225
4346546.547,0.0171903,0.0171903,0.0171903,0.0171903,0.0171903,0.0171903,0.0171903,0.0171903,0.0171903,0.0171903,0.0171903
4354454.454,0.0172584,0.0172584,0.0172584,0.0172584,0.0172584,0.0172584,0.0172584,0.0172584,0.0172584,0.0172584,0.0172584
4362362.362,0.0173269,0.0173269,0.0173269,0.0173269,0.0173269,0.0173269,0.0173269,0.0173269,0.0173269,0.0173269,0.0173269
4370270.27,0.0173958,0.0173958,0.0173958,0.0173958,0.0173958,0.0173958,0.0173958,0.0173958,0.0173958,0.0173958,0.0173958
4378178.178,0.017465,0.017465,0.017465,0.017465,0.017465,0.017465,0.017465,0.017465,0.017465,0.017465,0.017465
4386086.086,0.0175346,0.0175346,0.0175346,0.0175346,0.0175346,0.0175346,0.0175346,0.0175346,0.0175346,0.0175346,0.0175346
4393993.994,0.0176046,0.0176046,0.0176046,0.0176046,0.0176046,0.0176046,0.0176046,0.0176046,0.0176046,0.0176046,0.0176046
4401901.902,0.0176749,0.0176749,0.0176749,0.0176749,0.0176749,0.0176749,0.0176749,0.0176749,0.0176749,0.0176749,0.0176749
4409809.81,0.0177456,0.0177456,0.0177456,0.0177456,0.0177456,0.0177456,0.0177456,0.0177456,0.0177456,0.0177456,0.0177456
4417717.718,0.0178167,0.0178167,0.0178167,0.0178167,0.0178167,0.0178167,0.0178167,0.0178167,0.0178167,0.0178167,0.0178167
4425625.626,0.0178882,0.0178882,0.0178882,0.0178882,0.0178882,0.0178882,0.0178882,0.0178882,0.0178882,0.0178882,0.0178882
4433533.534,0.0179601,0.0179601,0.0179601,0.0179601,0.0179601,0.0179601,0.0179601,0.0179601,0.0179601,0.0179601,0.0179601
4441441.441,0.0180324,0.0180324,0.0180324,0.0180324,0.0180324,0.0180324,0.0180324,0.0180324,0.0180324,0.0180324,0.0180324
4449349.349,0.018105,0.018105,0.018105,0.018105,0.018105,0.018105,0.018105,0.018105,0.018105,0.018105,0.018105
4457257.257,0.0181781,0.0181781,0.0181781,0.0181781,0.0181781,0.0181781,0.0181781,0.0181781,0.0181781,0.0181781,0.0181781
4465165.165,0.0182516,0.0182516,0.0182516,0.0182516,0.0182516,0.0182516,0.0182516,0.0182516,0.0182516,0.0182516,0.0182516
4473073.073,0.0183255,0.0183255,0.0183255,0.0183255,0.0183255,0.0183255,0.0183255,0.0183255,0.0183255,0.0183255,0.0183255
4480980.981,0.0183998,0.0183998,0.0183998,0.0183998,0.0183998,0.0183998,0.0183998,0.0183998,0.0183998,0.0183998,0.0183998
4488888.889,0.0184745,0.0184745,0.0184745,0.0184745,0.0184745,0.0184745,0.0184745,0.0184745,0.0184745,0.0184745,0.0184745
4496796.797,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496,0.0185496
4504704.705,0.0186251,0.0186251,0.0186251,0.0186251,0.0186251,0.0186251,0.0186251,0.0186251,0.0186251,0.0186251,0.0186251
4512612.613,0.0187011,0.0187011,0.0187011,0.0187011,0.0187011,0.0187011,0.0187011,0.0187011,0.0187011,0.0187011,0.0187011
4520520.521,0.0187775,0.0187775,0.0187775,0.0187775,0.0187775,0.0187775,0.0187775,0.0187775,0.0187775,0.0187775,0.0187775
4528428.428,0.0188543,0.0188543,0.0188543,0.0188543,0.0188543,0.0188543,0.0188543,0.0188543,0.0188543,0.0188543,0.0188543
4536336.336,0.0189316,0.0189316,0.0189316,0.0189316,0.0189316,0.0189316,0.0189316,0.0189316,0.0189316,0.0189316,0.0189316
4544244.244,0.0190093,0.0190093,0.0190093,0.0190093,0.0190093,0.0190093,0.0190093,0.0190093,0.0190093,0.0190093,0.0190093
4552152.152,0.0190875,0.0190875,0.0190875,0.0190875,0.0190875,0.0190875,0.0190875,0.0190875,0.0190875,0.0190875,0.0190875
4560060.06,0.0191661,0.0191661,0.0191661,0.0191661,0.0191661,0.0191661,0.0191661,0.0191661,0.0191661,0.0191661,0.0191661
4567967.968,0.0192452,0.0192452,0.0192452,0.0192452,0.0192452,0.0192452,0.0192452,0.0192452,0.0192452,0.0192452,0.0192452
4575875.876,0.0193247,0.0193247,0.0193247,0.0193247,0.0193247,0.0193247,0.0193247,0.0193247,0.0193247,0.0193247,0.0193247
